event_id,kickoff_at,season,side,odd,model_probability,market_probability_devig,gross_ev,won,profit,clv
10113678,2022-04-09T19:30:00+00:00,2022,under,1.5,0.6256168172992368,0.6212121212121213,-0.061574774051144754,True,0.5,
10114121,2022-04-09T22:00:00+00:00,2022,under,1.69,0.631130215858497,0.552910052910053,0.06661006480086007,True,0.69,
10113769,2022-04-10T00:00:00+00:00,2022,under,1.78,0.6158404812649334,0.5240641711229946,0.09619605665158137,False,-1.0,
10113772,2022-04-10T14:00:00+00:00,2022,under,1.55,0.6240202840923006,0.6015424164524421,-0.03276855965693404,False,-1.0,
10113936,2022-04-10T19:00:00+00:00,2022,under,1.93,0.5647234641175203,0.4853333333333334,0.0899162857468141,True,0.9299999999999999,
10114016,2022-04-10T19:00:00+00:00,2022,under,1.49,0.6275734928698671,0.6275,-0.06491549562389809,False,-1.0,
10113771,2022-04-10T21:00:00+00:00,2022,over,2.51,0.37370085838616596,0.37250000000000005,-0.06201084545072355,False,-1.0,
10114108,2022-04-10T22:00:00+00:00,2022,over,2.73,0.3700156864139366,0.34057971014492755,0.01014282391004695,False,-1.0,
10113978,2022-04-10T22:00:00+00:00,2022,under,1.67,0.6195162699436431,0.5605263157894737,0.03459217080588384,False,-1.0,
10113910,2022-04-11T23:00:00+00:00,2022,under,1.52,0.6264350409068118,0.6112531969309463,-0.04781873782164603,False,-1.0,
10114032,2022-04-16T19:30:00+00:00,2022,under,1.69,0.6303571195090195,0.5517241379310345,0.06530353197024286,True,0.69,
10114079,2022-04-16T22:00:00+00:00,2022,over,2.71,0.3918094564460076,0.34382566585956414,0.06180362696868058,True,1.71,
10113957,2022-04-16T22:00:00+00:00,2022,under,1.57,0.6193142922987191,0.5932642487046632,-0.02767656109101091,False,-1.0,
10113748,2022-04-17T00:00:00+00:00,2022,over,2.77,0.373781285272644,0.33573141486810554,0.03537416020522377,False,-1.0,
10113993,2022-04-17T14:00:00+00:00,2022,under,1.62,0.6226694986995778,0.5748031496062992,0.008724587893315983,False,-1.0,
10114134,2022-04-17T19:00:00+00:00,2022,under,1.81,0.5975908392479383,0.5173333333333333,0.08163941903876837,False,-1.0,
10114170,2022-04-17T21:00:00+00:00,2022,under,1.54,0.6245226852100912,0.6051282051282051,-0.03823506477645944,True,0.54,
10113684,2022-04-17T21:00:00+00:00,2022,under,1.57,0.6236354288483194,0.5932642487046632,-0.020892376708138594,False,-1.0,
10113679,2022-04-17T21:00:00+00:00,2022,under,1.62,0.6281616660415603,0.5748031496062992,0.0176218989873278,False,-1.0,
10113921,2022-04-17T22:00:00+00:00,2022,under,1.66,0.6212971623518534,0.5620052770448549,0.031353289504076676,False,-1.0,
10114005,2022-04-20T22:30:00+00:00,2022,under,1.87,0.5980730841325811,0.49865951742627346,0.11839666732792664,True,0.8700000000000001,
10114152,2022-04-23T19:30:00+00:00,2022,under,1.76,0.6192847601475204,0.5319148936170213,0.08994117785963596,True,0.76,
10114132,2022-04-23T19:30:00+00:00,2022,under,1.62,0.6128537038619746,0.577023498694517,-0.007176999743601087,True,0.6200000000000001,
10113770,2022-04-23T22:00:00+00:00,2022,over,2.43,0.3922461559981601,0.383248730964467,-0.04684184092447086,False,-1.0,
10114033,2022-04-23T22:00:00+00:00,2022,under,1.6,0.6202501947115343,0.5833333333333334,-0.007599688461545018,False,-1.0,
10113946,2022-04-24T00:00:00+00:00,2022,under,2.04,0.5621938869863861,0.4588859416445623,0.14687552945222748,False,-1.0,
10113675,2022-04-24T19:00:00+00:00,2022,under,1.51,0.6208463153713618,0.6157760814249365,-0.06252206378924363,False,-1.0,
10114149,2022-04-24T21:00:00+00:00,2022,over,2.75,0.3808749967038892,0.3373493975903614,0.04740624093569523,False,-1.0,
10113676,2022-04-24T21:30:00+00:00,2022,under,1.69,0.6160122847735412,0.552910052910053,0.04106076126728464,True,0.69,
10113949,2022-04-25T23:00:00+00:00,2022,over,2.75,0.3868974672254691,0.3373493975903614,0.06396803487003999,True,1.75,
10113677,2022-04-30T19:30:00+00:00,2022,over,2.27,0.41373019175700154,0.4103896103896104,-0.060832464711606526,False,-1.0,
10113886,2022-04-30T19:30:00+00:00,2022,under,1.64,0.6188642367326718,0.5695538057742782,0.01493734824158155,True,0.6399999999999999,
10114055,2022-04-30T21:30:00+00:00,2022,under,1.75,0.6157679335306128,0.5345744680851063,0.07759388367857234,False,-1.0,
10114051,2022-04-30T22:00:00+00:00,2022,over,2.6,0.3799609728437032,0.35802469135802467,-0.012101470606371567,False,-1.0,
10113958,2022-05-01T14:00:00+00:00,2022,under,1.6,0.6072818184661257,0.5833333333333334,-0.028349090454198755,True,0.6000000000000001,
10113743,2022-05-01T19:00:00+00:00,2022,over,2.28,0.42106310313967676,0.4093264248704664,-0.03997612484153701,False,-1.0,
10113672,2022-05-01T19:00:00+00:00,2022,over,2.46,0.3829107826476509,0.37878787878787873,-0.058039474686778836,True,1.46,
10114146,2022-05-01T22:00:00+00:00,2022,under,1.63,0.6200229928646379,0.5732984293193717,0.010637478369359687,True,0.6299999999999999,
10113749,2022-05-02T23:00:00+00:00,2022,under,1.6,0.6191611630310335,0.5833333333333334,-0.009342139150346318,False,-1.0,
10114076,2022-05-07T19:30:00+00:00,2022,under,1.89,0.5825136889133231,0.4960000000000001,0.1009508720461807,False,-1.0,
10114013,2022-05-07T23:30:00+00:00,2022,under,1.6,0.621263245140333,0.5833333333333334,-0.00597880777546711,True,0.6000000000000001,
